V1,V2,V3,V4,V5,V6,V7
0.77,1.27,0.96,6.32,2.85,1.26,0.5
0.13,0.47,0.02,0.02,0.09,0.23,0.62
1.05,1.62,0.14,0.49,0.63,1.61,0.28
0.63,13.22,1.39,0.35,0.25,14.34,2.39
0.54,0.59,0.53,1.31,8.72,1.15,0.35
2.09,5.33,2.5,2.33,0.56,2.13,1.22
6.46,2.72,1.09,0.46,3.65,1.97,1.78
1.38,1.63,2.58,2.52,0.98,0.91,2.31
1.31,0.16,1.57,6.23,1.85,2.39,0.79
4.2,4.75,2.62,1.45,1.19,2.11,3.92
10.76,4.02,2.35,3.58,2.11,1.33,1.28
2.07,1.16,2.63,0.84,0.5,1.13,10.37
3.44,1.91,1.54,5.58,0.36,0.59,2.3
4.63,0.71,1.11,11.7,3.61,0.32,0.74
2.1,1.53,0.81,2.18,1.35,0.44,1.16
3.31,0.83,1.11,2.37,0.65,0.24,0.43
0.4,0.83,1.7,3.08,1.84,0.33,0.08
0.95,0.35,0.45,4.57,2.7,6.86,0.07
0.56,2.89,0.36,0.65,2.58,2.51,4.95
8.55,0.88,0.9,0.2,0.76,3.4,1.58
1.15,2.38,6.36,2.27,0.49,0.11,0.71
1.09,2.29,0.59,0.44,1.74,5.12,6.66
3.13,1.11,0.87,5.28,4.49,6.79,1.1
2.49,8.1,0.19,7.05,4.91,3.87,0.4
5.49,2.99,0.04,0.73,3.72,14.37,4.37
1.38,0.16,0.14,0.1,0.81,2.24,1.59
0.6,2.68,3.5,5,10.19,2.29,1.49
1.04,2.6,1.27,2.88,6.95,0.26,0.88
2.6,2.71,1.98,1.52,5.26,3.6,6.1
0.78,3.41,2.72,0.47,2.94,2.11,2.94
1.42,2.08,0.43,0.46,2.81,9.96,3.42
2.95,1.2,2.44,2.49,1.34,2.26,0.75
0.64,1.45,1.61,2.35,3.97,1.5,4.14
11.17,0.76,0.58,0.63,2.4,0.63,3.29
1.33,0.22,1.86,5.24,6.65,2.68,1.02
1.49,1.77,3.2,3.74,1.47,4.23,6.16
5.13,0.61,0.47,0.39,0.3,0.13,0.41
0.59,4.33,2.48,1.21,1.41,2.7,3.61
2.21,0.82,0.52,2.4,0.41,0.31,4.98
0.28,2.19,4.58,10.39,0.87,0.73,1.76
2.04,4.81,3.36,6.27,9.29,1.66,1.55
1.52,1.95,6.66,0.25,5.58,3.2,0.43
2.97,5.57,1.24,0.36,0.24,4.41,1.95
1.02,0.35,0.24,4.6,11.07,5.74,0.41
3.04,2.4,4.21,3.96,1.99,3.19,5.71
5.74,0.16,1.1,1.74,2.42,0.5,0.29
1.88,4.75,1.93,1.69,16.15,12.53,0.28
0.31,0.47,1.08,1.89,2.08,0.95,0.23
0.06,1.05,1.44,0.75,2.31,2.38,0.56
0.78,2.13,2.02,5.79,6.2,5.66,5.23
2.31,4.72,1.37,3.79,5.57,6.61,1.6
0.93,0.27,0.86,1.83,2.54,8.76,7.46
2.13,3.59,5.76,1.52,0.67,0.66,5.51
1.89,0.16,2.68,6.53,6.61,0.75,0.69
0.34,0.78,3.35,2.46,2.2,8.18,0.66
0.56,0.8,1.74,1.17,2.73,0.22,0.07
0.15,1.73,0.58,3.44,6.93,6.76,2.05
5.77,10.55,5.24,3.38,1.91,2.3,3.69
0.52,1.07,2.45,2.17,1.9,4.01,1.78
3.43,4.39,3.09,1.4,1.2,1.48,1.4
3.23,2.47,4.27,1.72,0.09,2.21,4.56
4.46,12.69,6.69,0.13,0.14,0.19,0.1
0.06,0.05,0.42,0.48,0.22,0.44,0.76
6.02,4.88,1.03,0.96,6.24,14.77,1.05
1.52,1.01,0.86,1.52,3.5,0.8,0.51
0.26,0.41,4.17,1.27,0.54,1.4,0.91
2.13,0.94,0.64,0.21,0.28,0.18,0.56
0.57,0.48,0.3,0.38,0.15,0.22,0.61
0.77,2.13,0.83,2.06,0.8,2.91,1.03
0.68,0.43,1.62,1.33,1.38,4.36,1.53
2.13,0.63,2.4,2.37,0.28,0.12,0.07
0.15,0.95,1.11,2.5,1.36,0.63,3.48
1.23,3.62,1.51,1.74,4.6,1.52,0.47
2.84,7.5,0.3,0.34,5.99,18.16,1.27
0.9,4.01,0.98,0.31,0.83,0.63,0.82
1.49,1.74,0.51,0.29,4.02,2.42,0.17
1.47,2.71,8.61,7.11,3.53,1.88,4.86
1.5,12.79,2.27,0.23,0.45,0.1,0.55
0.18,0.01,0.32,0.56,1.89,2.59,0.66
2.8,6.83,2.4,0.49,0.01,0.36,0.02
0.14,0.83,2.08,3.45,0.97,0.92,4.02
2.86,2.02,3.73,0.25,0.84,0.51,8.14
5.14,0.04,0.08,0.03,0.04,0.13,0.02
0.03,0.98,0.9,0.62,0.99,7.95,3.95
6.4,3.51,1.34,0.33,2.07,5.21,8.03
1.91,2.46,0.85,0.45,2.31,1.39,2.89
4.26,0.41,1.38,0.94,12.79,3.49,0.52
0.84,0.61,0.54,1.62,2.37,1.54,8.07
6.19,1.73,2.26,1.17,0.26,5.73,3.46
1.63,3.71,3.73,1.25,1.35,0.82,0.73
1.08,6.24,5.71,8.43,0.84,5.26,1.46
10.14,5.53,5.24,1.06,1.03,1.38,2.29
5.06,17.26,3.57,0.85,1.12,2.57,5.11
1.28,3.73,4.8,0.32,2.74,4.53,0.77
1.97,6.5,3.28,3.2,4.49,1.58,1.14
2.68,0.97,1.3,1.06,5.3,2.17,1.29
1.71,0.56,0.84,4.16,0.78,7.02,5.29
8.61,7.37,6.62,4.29,3.36,0.17,0.2
0.08,5.39,6.61,1.07,0.26,2.62,11.47
1.79,1.98,4.03,7.15,2.49,6.44,1.01
4.29,10.56,0.9,1.79,6.34,1.94,0.92
0.34,2.68,3.44,5.52,2.25,4.69,3.65
0.63,1.88,0.38,0.3,0.16,4.75,3.35
0.85,0.42,0.91,0.28,3,12.16,1.86
1.58,1.88,1.49,0.35,3.35,5.48,15.03
3.45,2.2,0.39,0.24,0.71,0.92,0.44
0.34,2,3.05,0.6,3.22,3.89,5.63
3.91,0.51,0.24,1.27,4.82,1.11,0.12
0.38,1.31,0.6,0.39,1.59,1.59,0.46
1.74,3.26,0.79,0.29,2.55,5.57,2.38
0.57,2.93,11.84,1.26,0.21,0.82,1.02
5.1,7.36,2.7,2.23,1.91,6.27,1.92
1.5,1.47,1.31,4.73,1.85,1.37,1.22
2.03,2.58,2.69,2.81,0.75,1.75,0.92
2.17,1.85,1.47,1.1,3.27,1.1,0.73
1.28,2.61,5.63,0.97,0.55,2.16,0.67
0.65,0.7,0.99,0.81,1.4,1.88,0.17
0.39,0.1,0.06,0.19,1.09,0.98,0.21
0.85,1.32,0.52,0.77,0.23,0.33,2.35
8.76,2.66,1.55,1.17,1.85,2.19,2.15
1.75,1.26,15.3,6.22,0.38,0.53,0.52
0.19,1.75,0.38,2.1,4.16,3.68,0.54
3.58,8.94,2.39,0.55,0.03,2.28,2.21
1.64,0.7,1.13,1.53,0.54,0.96,0.31
0.35,0.87,1.22,1.06,1.42,0.76,0.95
1.73,1.55,1.35,1.14,2.3,1.78,0.4
0.17,0.23,0.4,0.42,2.6,0.36,2.78
3.1,5.32,2.72,4.45,0.65,3.77,6.51
1.04,0.48,0.33,3.4,2.47,2.97,1.45
1.73,6.72,6.65,0.38,1.49,5.28,0.85
0.86,0.25,0.53,3.97,7.12,2.02,0.49
0.46,1.12,5.2,1.3,0.18,0.77,1.03
1.57,2.47,3.74,0.18,0.03,1.46,2.35
9.15,9.08,1.3,0.7,2.03,3.67,0.47
0.04,0.12,0.03,0.09,0.14,0.72,0.76
4.26,4.5,2.08,6.75,1.38,4.13,1.87
0.16,2.27,2.82,6.48,1.44,3.26,1.22
3,7.12,1.25,3.27,0.8,1.82,4.37
7.04,7.33,3.1,1.82,2.34,0.77,3
9.55,10.81,0.88,7.44,1.67,0.4,2.66
4.18,5.22,2.5,0.9,1.69,1.83,3.11
2.08,0.05,0.12,0.92,2.46,0.09,0.22
2.07,1.78,0.02,0.02,1.68,2.51,2.51
5.89,5.19,0.29,0.04,0.14,3.85,1.73
1.59,1.78,12.71,0.5,1.09,1.19,0.52
0.63,2.45,9.12,1.79,2.62,3.81,11.79
2.84,5.21,3.13,1.09,1.3,6.95,8.27
0.29,0.15,0.05,0.62,0.27,0.13,0.14
3.94,0.38,1.33,0.54,1.54,4.71,6.14
4.97,5.29,9.67,2.99,7.51,12.89,2.44
6.48,5.53,5.22,4.31,4.31,3.03,0.71
0.98,0.92,0.63,2.85,3.47,1.4,1.53
0.89,5.98,1.51,2.52,0.24,1.48,10.85
3.68,0.88,0.65,8.06,8.03,1.54,0.91
1.79,4.18,11.42,2.3,0.39,0.65,0.35
0.15,1.31,1.59,2.07,2.31,0.35,8.63
9.44,1.57,1.28,3.25,8.09,1.94,1.38
2.33,3.41,7.59,0.46,0.13,0.26,0.22
0.08,0.1,0.78,0.76,3.75,3.61,0.4
0.28,1.02,2.23,0.27,0.24,0.06,0.46
1.49,5.02,1.92,0.94,3.88,6.5,1.52
0.42,0.39,0.28,0.79,9.85,3.71,0.87
0.45,0.82,3.66,1.23,1.47,1.04,0.63
1.16,2.55,1.78,1.46,1.65,0.95,1.3
0.69,2.4,1.43,1.01,1.59,1.28,1.15
0.81,4.25,7.32,3.28,1.1,1.02,1.15
5.17,2.86,0.32,1.06,5.65,2.77,4.55
4.08,9.21,1.6,1.38,1.02,3.69,0.95
4.59,1.55,1,2.29,1.02,2.35,3.08
0.93,1.19,1.68,0.41,1.19,4.4,8.42
1.45,0.56,0.15,1.53,2.03,2.76,4.14
11.19,1.33,1.34,8.31,0.26,3.87,0.94
2.03,0.97,1.45,0.43,0.62,0.26,0.69
1.23,0.42,0.34,1.15,2.52,1.31,2.63
0.71,1.44,0.67,0.63,0.1,0.56,0.22
1.73,3.22,0.77,0.94,6.75,0.29,0.96
0.44,1.61,1.62,2.6,2.29,5.22,5.37
0.15,0.47,5.94,1.65,1.73,0.25,0.22
2.55,0.15,0.44,1.81,4.73,0.66,0.2
0.2,0.68,8.61,3.9,0.4,6.05,11.79
2.69,2.6,1.25,0.13,0.01,0.27,1.78
1.07,3.04,3.41,0.11,1.58,5.06,4.35
0.33,1.83,6.9,0.56,0.05,0.92,0.29
0.5,1.39,0.34,0.14,0.1,0.44,0.22
0.49,0.52,2.05,1.68,1.24,3.49,4.35
0.53,4.24,1.55,0.78,1.56,2.15,0.57
1.73,1.84,4.17,5.15,1.66,0.51,1.62
2.27,1.15,0.22,0.68,6.12,5.81,1.15
4.24,4.57,7.91,0.19,0.18,0.61,7.01
3.86,2.64,0.31,5.27,5.75,1.66,1.92
3.51,1.91,11.67,1.44,1.61,3.56,6.42
7.95,3,1.89,1.43,3.59,3.76,1.74
1.41,2.71,1.38,0.37,0.8,3.87,4.85
1.43,5.38,3.06,3.7,1.11,0.4,1.82
7.67,2.7,2.05,1.93,1.43,2.14,9.09
3.91,1.59,0.73,1.15,0.21,1.46,2.46
0.64,1.06,7.52,4.32,1.28,3.47,1.66
2.54,5.49,4.81,1.13,0.14,2.24,3.8
8.06,1.15,0.68,0.3,0.23,0.54,0.44
0.29,0.37,0.64,3.46,7.83,0.88,1.66
8.71,1.32,8.9,9.87,1.32,2.4,1.2
1.26,1.09,2.11,9.54,6.71,2.2,1.39
3.42,1.87,0.14,1.02,0.35,1.09,1.27
3.37,4.54,7.17,2.12,1.47,9.23,2.84
2.45,3.08,2.1,3.39,3.59,4.86,0.91
4.39,7.63,3.76,3.06,0.29,3.03,4.57
0.83,1.53,0.8,6.66,12.01,1.97,2.13
5.26,2.78,2.31,2.56,5.06,2.42,1.54
1.95,2.31,2.01,6.89,0.51,0.1,0.26
0.09,0.01,0.43,0.29,0.71,2.53,0.54
3.01,10.1,7.86,7.89,6.99,3.7,0.28
0.42,0.18,0.53,3.57,6.03,9.19,0.33
2.76,0.58,0.21,0.14,0.02,3.46,10.57
4.23,0.56,7.34,1.13,0.14,2.59,0.64
4.77,3.04,0.79,0.44,5.66,4.55,1.43
9.66,1.84,0.32,2.34,1.45,1.83,1.23
1.09,1.85,0.88,9.28,2.35,1.35,2.01
5.01,3.19,1.13,0.96,5.23,5.68,6.86
0.23,3.05,6.42,1.25,0.49,1.28,0.51
0.86,0.9,1.08,0.6,2.66,2.61,0.53
2.32,11.03,2.75,1.46,1.44,2.44,2.06
0.67,0.38,0.2,0.18,0.32,0.16,1.27
3.32,2.5,1.77,0.47,0.15,0.66,1.98
3.63,0.94,0.99,11.99,2.89,0.83,0.76
2.5,2.79,0.27,0.23,0.48,0.74,0.42
0.38,0.79,0.16,1.32,1.37,1.16,1.8
1.99,0.17,5.07,1.09,0.63,0.21,0.5
2.08,1.75,0.28,0.94,1.85,1.1,1.3
3.58,2.38,3.63,2.94,1.12,0.33,0.06
1.22,1.8,0.6,0.1,0.5,7.36,8.32
1.15,7.82,2.99,0.14,0.01,0.4,0.76
4.66,1.26,0.24,0.34,1.23,1.5,4.26
4.33,1.18,0.65,2.67,3.83,0.06,6.5
5.14,1.07,0.25,4.14,11.56,2.62,1.2
0.95,0.5,1.15,2.06,0.58,0.12,0.11
0.95,0.97,0.74,0.65,4.79,0.74,8.62
7.9,11.39,4.39,1.69,0.26,2.29,9.19
2.66,0.46,0.34,0.55,1.5,2.4,5.2
0.48,0.01,0.6,0.28,11.34,1.27,1.57
8.22,4.33,2.45,5.71,1.21,0.5,1.64
9.66,3.24,1.81,0.26,0.54,3.79,2.93
2.31,3.99,0.55,0.54,3.29,0.32,0.47
0.61,1.52,1.9,2.53,0.82,1.24,0.07
0.09,0.87,1.87,3.51,0.09,1.51,4.72
6.44,8.92,2.7,0.62,7.23,2.45,2.78
5.43,9.21,0.87,0.56,2.37,1.84,0.05
1.34,0.87,0.13,0.73,0.74,1.17,0.94
2,1.09,1.78,1.12,3.05,0.91,1.53
0.06,0.05,0.27,3.83,5.99,8.1,4.05
15.46,4.01,1.63,5.19,2.8,2.55,2.02
1.66,5.77,0.22,5.45,5.6,0.56,0.77
1.6,0.16,0.95,3.51,0.85,2.67,1.79
6.59,3.76,0.8,0.47,2.68,2.55,3.55
2.67,2.94,5.25,0.42,1.52,0.45,0.38
1.12,4.01,6.48,0.42,6.22,3.07,4.58
0.6,0.48,0.67,0.47,1.81,11.06,2.78
4.35,1.53,12.23,8.04,3.31,1.38,0.2
1.79,0.34,0.22,0.77,2.63,4.86,2.72
2.28,7.24,5.66,7.84,2.13,3.98,4.36
0.02,2.66,4.7,7.78,15.22,3.83,1.64
2.16,0.66,0.25,0.09,0.14,0.29,4.73
5.23,1.4,2.5,1.46,0.44,1.35,0.24
0.03,0.17,1.31,6.95,2.23,3.77,1.9
0.42,0.94,0.56,2.34,6.67,6.65,0.43
0.81,0.38,8.4,5.38,0.49,0.23,3.19
13.03,3.3,1.11,9.79,2.93,1.12,0.81
2.31,8.6,4.48,3.08,1.52,2.51,1.55
3,6,11.23,2.32,1.91,2.35,1.38
9.06,7.21,2.98,3.82,3.57,2.09,2.05
1.49,0.54,1.07,10.39,6.16,2.21,1.67
2.59,2.54,3.06,9.07,1.05,1.26,0.4
2.76,1.29,2.32,0.75,3.46,0.95,2.95
2.6,2.77,0.73,0.13,0.37,2.93,0.89
0.84,1.26,1.37,1.05,1.05,1.15,0.77
1.3,2.85,2.51,1.09,4.42,2.27,2.15
2.2,1.24,0.38,0.57,2.68,4.29,2.04
2.44,0.7,0.35,1.19,0.09,1.48,0.87
1.96,12.06,4.88,0.82,0.73,1.95,0.53
2.96,1.11,0.47,0.45,0.96,1.47,2.36
0.33,5.01,9.84,1.79,0.53,0.48,0.08
1.96,5.52,0.41,0.05,0.17,0.07,1.61
1.28,1.94,2.89,2.54,6.52,7.17,0.23
0.61,0.09,4.76,7.9,3.77,0.38,0.04
0.08,0.01,0.2,1.28,0.92,0.13,0.21
0.34,0.11,0.54,6.97,7.19,1.96,0.1
0.01,0.02,0.05,0.21,0.47,1.71,3.27
3.63,6.57,2.37,1.01,0.71,0.08,0
1.35,3.15,3.41,0.42,1.45,4.94,0.99
1.01,5.06,1.5,0.07,2.31,3.11,0.66
1.45,4.82,7.66,1.49,1.19,4.95,1.13
3.28,0.48,0.22,0.32,1.39,2.06,1.92
2.28,3.22,12.55,4.01,3.19,9.6,2.42
0.69,6.16,3.22,1.34,0.55,1.94,4.02
1.52,1.13,5.19,4.91,3.58,7.69,2.62
4.83,0.73,3.66,6.56,0.21,0.54,2.21
13.6,6.99,0.49,0.09,0.99,1.33,6.36
10.88,2.05,4.57,8.95,1.41,0.17,0.01
0.04,1.57,3.36,3.9,5.13,9.92,1.17
0.48,2.37,4.71,5.73,1.29,2.59,4.37
4.32,2.94,6.17,2.83,0.94,1.59,1.2
3.7,0.27,0.19,1.35,2.07,1.31,0.45
1.79,3.21,2.79,2.23,0.79,1.7,0.68
1.71,6.43,2.62,10.75,4.01,2.54,3.14
3.13,2.27,7.05,2,0.8,0.28,7.51
0.41,2.58,2.13,4.46,1.64,0.55,0.39
0.89,1.23,4.51,4.86,6.73,0.43,1.99
9.31,0.74,0.92,0.82,0.19,1.16,2.98
9.39,7.74,4.23,7.44,8.66,1.69,1.36
0.91,0.15,0.53,1.03,0.35,1.03,1.86
2.03,5.49,10.36,0.85,2.21,1.14,0.37
0.32,0.17,1.82,3.14,1.24,0.26,0.39
3.41,2.74,0.37,0.38,0.03,0.41,1.18
1.49,2.04,3.78,5.83,1.75,9.29,2.68
5.2,0.97,0.4,1.16,3.78,1.03,5.25
1.18,0.23,2.03,2.51,8.82,0.75,1.84
10.36,1.33,0.51,0.32,1.91,6.63,7.57
5.15,0.78,0.28,2.17,6.99,2.76,0.81
1.14,0.81,0.23,0.3,1.4,0.16,0.08
0.29,0.81,4.17,5.2,1.18,1.27,1.54
3.13,5.11,1.44,5.07,3.24,2.48,0.23
1.23,1.56,1.42,4.8,0.62,2.58,3.03
9.43,1.04,0.72,3.45,1.07,10.93,1.95
2.01,3.41,2.28,2.59,2.41,11.85,3.88
0.55,5.13,8.14,0.65,0.21,0.87,1.14
1.98,6.14,0.51,0.1,1.26,1.22,1.17
3.47,4.17,0.44,3.25,4.07,4.43,3.74
4.61,2.97,1.67,2.6,3.92,2.11,2.35
3.43,0.71,0.63,1.66,2.91,0.92,0.59
0.8,0.5,3.37,1.32,0.7,1.32,1.44
2.38,4.99,10.27,6.67,5.34,2.25,3.86
2.79,2.12,1.67,1.02,3.97,4.54,14.22
4.9,2.28,3.34,1.11,0.83,2.46,0.45
2.05,16.76,1.69,1.03,1.91,0.9,0.3
0.43,5.86,4.09,1.2,0.69,0.35,2.55
1.16,0.2,0.1,0.04,0.1,0.43,1.7
1.25,0.06,1.2,5.82,7.78,1.39,1.01
10.51,2.61,2.47,2.67,4.92,6.18,4.72
1.69,1.16,0.26,1.59,0.34,0.59,2.44
1.46,1.02,0.32,1.8,2.97,2.14,0.57
3.92,3.25,4.97,3.96,2.32,0.49,0.99
0.71,0.52,0.29,0.36,0.03,1.01,6.2
6.83,4.08,0.64,0.36,0.92,2.07,4
4.7,0.86,0.51,6.02,3.22,1.34,1.91
1.28,6.09,0.19,0.25,0.2,0.43,2.18
7.24,4.77,0.15,2.4,4.52,10.33,1.92
0.98,0.35,0.91,1.78,1.9,1.71,2.59
2.12,0.45,4.93,2.11,1.24,0.09,2.88
5.47,11.62,3.62,0.98,0.59,4.15,12.16
3.59,0.83,4.02,2.11,3.27,1.76,1.1
0.14,2.22,3.88,1.79,2.24,5.26,4.56
2.7,2.21,2.13,2.61,1.52,1.05,5.18
6.71,6.56,1.05,0.79,4.6,2.95,1.34
4.39,1.27,2.38,3.13,5.82,2.63,0.57
3.15,3.85,0.99,1.15,0.24,0.52,1.02
1.77,4.1,4.77,4.7,0.78,2,4.85
0.51,5.41,4.51,6.25,7.49,1.56,8.22
10.86,1.29,0.36,0.44,0.5,3.28,9.28
3.06,7.51,0.36,0.74,8.68,2.55,2.16
2.79,3.2,8.75,4.78,11.33,3.08,1.32
3.42,3.94,1.02,0.7,0.53,0.12,0.25
0.26,4.53,0.55,0.94,12.74,1.84,0.59
1.77,9.75,4.33,1.13,5.87,2.75,0.9
2.99,6.65,2.75,0.58,0.66,5.51,5.25
1.83,2.75,6.6,2.51,3.53,0.39,12.57
1.23,3.02,3.94,0.92,1.91,9.97,3.78
0.16,0.29,0.39,1.92,6.53,0.12,1.02
0.7,0.17,0.81,0.05,0,4.06,7.85
13.01,11.12,3.62,2.15,4.25,0.8,8.97
3.34,1.14,7.06,1.85,3.09,0.63,5.62
1.39,8.61,8.12,4.09,0.97,5.52,1.01
1.14,2.9,5.35,2.25,2.14,0.38,0.91
10.12,3.95,0.61,1.53,2.1,0.65,1.25
0.67,1.4,3.02,3.37,1.42,3.96,2.32
3.66,4.42,3.29,2.41,1.25,1.79,2.54
5.38,3.29,2.07,1.94,4.03,4.15,3.63
3.19,1.79,1.74,1.21,1.99,2.39,2.98
4.05,0.7,0.89,0.81,0.9,0.81,1.51
2.45,1.67,1.03,1.25,0.69,1.11,1.6
5.08,2.44,1.54,1.3,0.53,2.95,4.27
2.76,2.8,1.49,1.01,1.02,0.47,6.52
0.5,0.38,5.92,0.32,0.8,5.28,1.25
2.05,0.97,0.25,0.93,1.03,1.93,0.92
3.26,2.93,2.04,2.54,5.85,1.23,1.1
0.91,0.23,1.22,1.24,0.58,0.56,0.38
0.61,0.58,0.68,2.25,6.28,0.8,4.69
6.59,7.03,1.09,2.02,4.36,1.4,0.86
0.31,0.25,6.51,3.26,0.18,0.32,1.04
1.1,1.3,1.97,4.11,1.44,0.41,1.61
1.07,1.56,2.6,0.08,0.37,0.73,5.37
2.97,3.59,2.17,1.06,2.17,1.51,0.4
0.03,1.29,4.24,3.35,0.26,0.54,2.14
8.67,3.26,0.49,1.23,0.72,1.73,2.1
3.59,4.15,1.79,3.64,3.81,0.17,0.11
3.76,4.87,3.58,0.31,0.21,0.31,0.87
1.37,0.22,0.41,1.81,2.89,3.39,2.14
11.44,8.69,7.28,1.22,5.05,2.5,0.22
0.02,0.27,1.58,0.22,0.13,1.37,3.22
6.13,0.3,2.4,1.26,3.3,1.22,5.97
1.25,0.56,9.37,9.79,8.46,0.74,0.63
5.84,6.55,0.02,0.17,4.08,2.51,3.87
7.08,2.88,3.06,2.21,6.53,4.14,0.76
1.51,0.34,2.5,1.91,2.23,4.72,5.75
2.45,1.1,1.64,0.37,0.21,3.62,5.06
6.22,0.45,1.36,1.23,8.84,5.67,2.53
2.51,0.71,0.62,2.64,2.65,11.32,1.63
1.16,6.43,4.29,1,1.65,6.17,4.95
1.71,1.39,2.06,3.57,5.18,7.13,2.82
7.41,0.71,0.23,0.22,3.4,9.48,2.14
1.22,0.26,1.37,2.66,1.77,3.72,6.22
0.81,1.31,13.97,0.88,1.66,0.78,0.01
0.59,2.63,2.77,5.04,8.93,2.16,0.72
0.76,0.9,0.77,17.14,18.3,4.12,1.01
0.82,7.06,0.95,4.07,1.54,2.02,1.67
5.34,13.8,3.41,1.77,3.93,5.75,4.27
4.32,17.7,3.63,1.97,3.01,10.53,5.18
5.22,0.83,2.87,3.08,0.07,0.71,1.29
6.83,6.6,5.42,1.26,1.39,0.27,0.06
0.03,0.76,0.51,1.92,0.52,0.52,0.85
1.49,4.08,0.86,2.59,0.76,2.05,4.79
0.65,1.38,0.88,1.55,0.75,2.29,9.39
2.12,1.17,1.57,2.44,1.9,1.36,1.29
1.94,0.68,0.21,2.72,8.55,1.33,1.43
3.49,1.14,2.47,7.48,0.47,0.21,0.82
0.32,1.96,13.48,5,2.08,1.21,1.69
4.2,4.42,9.32,2.19,2.12,1.35,0.43
1.64,0.58,0.37,2.27,3.27,0.32,0.34
0.05,0.22,0.14,8.02,2.63,0.18,0.23
0.1,0.95,0.45,0.78,0.99,3.53,0.36
0.25,0.09,1.19,0.8,1.3,2.83,3.97
0.56,0.34,0.17,1.1,0.5,0.31,2.09
5.07,5.12,2.22,1.25,3.91,2.89,1.72
1.19,0.41,1.69,1.1,3.2,6.91,0.42
2.11,2.64,1.46,1.35,0.95,1.37,2.2
7.07,0.78,0.42,1.23,1.72,1.11,0.49
0.22,0.19,0.16,0.1,0.25,0.08,0.5
1.06,0.36,0.44,0.43,0.46,0.5,4.06
11.91,4.38,0.82,0.36,0.22,0.14,0.06
0.13,0.35,0.02,0.1,0.29,0.59,0.62
0.01,0.1,0.01,0,0.06,0.07,0.05
0.36,1.53,0.6,5.36,1.4,1.29,0.41
6.47,11.27,6.08,2.48,3.23,1.03,6.83
3.54,1.8,0.24,0.14,0.04,0.09,0.89
3.56,0.13,1.22,1.28,0.8,0.29,0.06
0.24,1.22,1.01,1.18,2.87,0.16,0.19
1.6,6.23,2.83,2.27,0.19,0.35,0.4
0.36,0.02,0.23,0.17,0.2,0.22,0.28
1.33,2.62,0.38,1.79,8.62,0.58,2.4
1.25,1.7,1.12,1.92,8.87,3.59,0.68
0.12,0.89,4.51,2.45,1.9,1.21,3.91
4.14,4.38,4.13,3.13,1.63,1.55,1.69
5.01,4.08,1.59,1.17,6.03,2.42,0.87
0.09,0.55,0.42,0.2,1.27,1.18,0.4
3.87,8.93,1.01,0.49,6.68,4.37,3.42
2.94,5,1.6,2.23,3.92,7.18,0.13
0.82,2.43,2.63,2.27,3,3.41,3.18
6.64,7.33,7.13,1.19,2.69,1.65,3.1
9.53,1.84,0.54,4.47,2.29,5.28,3.13
2.66,0.09,0.21,1.41,0.88,4.27,3.79
12.79,2.6,1.17,0.62,1.71,2.25,2.05
9.48,0.7,7.22,2.05,1.4,3.35,5.61
5.98,3.02,3.42,1.9,1.67,6.87,1.42
0.37,1.17,0.8,7.27,1.3,3.13,2.61
5.55,3.83,1.31,0.67,0.57,0.68,2.77
1.44,1.09,9.08,1.02,2.71,6.12,7.26
3.2,0.45,0.89,1.56,4.88,3.06,7.54
4.97,3.75,0.73,0.77,0.17,0.27,0.17
3.1,3.16,7.81,3.32,7.83,3.61,0.23
0.65,4.16,5,5.32,2.28,2,0.95
0.57,0.53,0.31,0.24,0.54,3.28,4.63
1.11,0.5,2.6,1.81,5.1,1.64,7.51
0.14,4.02,6.26,1.03,1.36,1.27,0.6
1.22,2.23,3.75,2.92,2.65,2.09,1.45
5.96,0.38,0.41,0.46,0.55,0.88,0.41
1.17,2.9,8.79,1.89,2.15,1.93,0.57
0.22,2.23,2.28,15.05,0.16,0.4,3.35
10.23,3.86,1.56,2.39,2.27,0.86,0.25
0.11,0.78,2.21,5.68,1.59,4.04,3.27
1.37,2.5,12.46,1.82,0.6,3.56,4.97
6.44,0.94,1.33,0.82,4,1.29,0.99
0.64,2.37,0.45,1.49,2.26,1.55,1.29
1.93,1.8,2.71,0.67,0.85,1.92,1.2
1.11,1.73,2.3,1,1.28,1.46,1.59
4.33,1.81,2.28,4.9,0.97,2.16,2.04
3.67,0.96,1.08,1.33,1.04,0.9,2.6
6.34,4.15,0.78,4.73,0.96,1.54,1.53
4.07,0.92,2.6,0.43,8.86,6.79,1.67
6.33,3.74,1.74,0.66,0.27,7.22,2.91
2.86,4.08,1.1,1.59,0.87,1.19,0.36
2.91,0.71,3.1,0.97,0.12,0.13,0.66
1.53,1.43,4.72,1.78,0.44,0.45,4.79
3.53,1.72,0.43,0.42,0.84,1.47,1.99
0.36,0.85,1.08,2.48,3.13,11.65,4.21
1.35,3.71,2.49,2.42,0.27,0.09,2.04
9.4,2.3,0.64,4.24,2.32,0.6,0.38
0.07,0.02,0.09,1.28,4.68,1.49,1.21
3.16,1.55,0.3,2.56,0.26,0.83,3.59
0.9,1.71,1.76,2.91,3.04,2.74,0.08
0.08,0.27,0.36,0.17,0.5,0.23,0.76
1.63,7.26,2.31,1.63,5.23,3.12,1.18
8.78,2.56,0.27,0.98,3.97,3.79,2.58
